image,label,folder
augmented_1.png,1,angry
augmented_10.png,1,angry
augmented_100.png,1,angry
augmented_1000.png,1,angry
augmented_1001.png,1,angry
augmented_1002.png,1,angry
augmented_1003.png,1,angry
augmented_1004.png,1,angry
augmented_1005.png,1,angry
augmented_1006.png,1,angry
augmented_1007.png,1,angry
augmented_1008.png,1,angry
augmented_1009.png,1,angry
augmented_101.png,1,angry
augmented_1010.png,1,angry
augmented_1011.png,1,angry
augmented_1012.png,1,angry
augmented_1013.png,1,angry
augmented_1014.png,1,angry
augmented_1015.png,1,angry
augmented_1016.png,1,angry
augmented_1017.png,1,angry
augmented_1018.png,1,angry
augmented_1019.png,1,angry
augmented_102.png,1,angry
augmented_1020.png,1,angry
augmented_1021.png,1,angry
augmented_1022.png,1,angry
augmented_1023.png,1,angry
augmented_1024.png,1,angry
augmented_1025.png,1,angry
augmented_1026.png,1,angry
augmented_1027.png,1,angry
augmented_1028.png,1,angry
augmented_1029.png,1,angry
augmented_103.png,1,angry
augmented_1030.png,1,angry
augmented_1031.png,1,angry
augmented_1032.png,1,angry
augmented_1033.png,1,angry
augmented_1034.png,1,angry
augmented_1035.png,1,angry
augmented_1036.png,1,angry
augmented_1037.png,1,angry
augmented_1038.png,1,angry
augmented_1039.png,1,angry
augmented_104.png,1,angry
augmented_1040.png,1,angry
augmented_1041.png,1,angry
augmented_1042.png,1,angry
augmented_1043.png,1,angry
augmented_1044.png,1,angry
augmented_1045.png,1,angry
augmented_1046.png,1,angry
augmented_1047.png,1,angry
augmented_1048.png,1,angry
augmented_1049.png,1,angry
augmented_105.png,1,angry
augmented_1050.png,1,angry
augmented_1051.png,1,angry
augmented_1052.png,1,angry
augmented_1053.png,1,angry
augmented_1054.png,1,angry
augmented_1055.png,1,angry
augmented_1056.png,1,angry
augmented_1057.png,1,angry
augmented_1058.png,1,angry
augmented_1059.png,1,angry
augmented_106.png,1,angry
augmented_1060.png,1,angry
augmented_1061.png,1,angry
augmented_1062.png,1,angry
augmented_1063.png,1,angry
augmented_1064.png,1,angry
augmented_1065.png,1,angry
augmented_1066.png,1,angry
augmented_1067.png,1,angry
augmented_1068.png,1,angry
augmented_1069.png,1,angry
augmented_107.png,1,angry
augmented_1070.png,1,angry
augmented_1071.png,1,angry
augmented_1072.png,1,angry
augmented_1073.png,1,angry
augmented_1074.png,1,angry
augmented_1075.png,1,angry
augmented_1076.png,1,angry
augmented_1077.png,1,angry
augmented_1078.png,1,angry
augmented_1079.png,1,angry
augmented_108.png,1,angry
augmented_1080.png,1,angry
augmented_1081.png,1,angry
augmented_1082.png,1,angry
augmented_1083.png,1,angry
augmented_1084.png,1,angry
augmented_1085.png,1,angry
augmented_1086.png,1,angry
augmented_1087.png,1,angry
augmented_1088.png,1,angry
augmented_1089.png,1,angry
augmented_109.png,1,angry
augmented_1090.png,1,angry
augmented_1091.png,1,angry
augmented_1092.png,1,angry
augmented_1093.png,1,angry
augmented_1094.png,1,angry
augmented_1095.png,1,angry
augmented_1096.png,1,angry
augmented_1097.png,1,angry
augmented_1098.png,1,angry
augmented_1099.png,1,angry
augmented_11.png,1,angry
augmented_110.png,1,angry
augmented_1100.png,1,angry
augmented_1101.png,1,angry
augmented_1102.png,1,angry
augmented_1103.png,1,angry
augmented_1104.png,1,angry
augmented_1105.png,1,angry
augmented_1106.png,1,angry
augmented_1107.png,1,angry
augmented_1108.png,1,angry
augmented_1109.png,1,angry
augmented_111.png,1,angry
augmented_1110.png,1,angry
augmented_1111.png,1,angry
augmented_1112.png,1,angry
augmented_1113.png,1,angry
augmented_1114.png,1,angry
augmented_1115.png,1,angry
augmented_1116.png,1,angry
augmented_1117.png,1,angry
augmented_1118.png,1,angry
augmented_1119.png,1,angry
augmented_112.png,1,angry
augmented_1120.png,1,angry
augmented_1121.png,1,angry
augmented_1122.png,1,angry
augmented_1123.png,1,angry
augmented_1124.png,1,angry
augmented_1125.png,1,angry
augmented_1126.png,1,angry
augmented_1127.png,1,angry
augmented_1128.png,1,angry
augmented_1129.png,1,angry
augmented_113.png,1,angry
augmented_1130.png,1,angry
augmented_1131.png,1,angry
augmented_1132.png,1,angry
augmented_1133.png,1,angry
augmented_1134.png,1,angry
augmented_1135.png,1,angry
augmented_1136.png,1,angry
augmented_1137.png,1,angry
augmented_1138.png,1,angry
augmented_1139.png,1,angry
augmented_114.png,1,angry
augmented_1140.png,1,angry
augmented_1141.png,1,angry
augmented_1142.png,1,angry
augmented_1143.png,1,angry
augmented_1144.png,1,angry
augmented_1145.png,1,angry
augmented_1146.png,1,angry
augmented_1147.png,1,angry
augmented_1148.png,1,angry
augmented_1149.png,1,angry
augmented_115.png,1,angry
augmented_1150.png,1,angry
augmented_1151.png,1,angry
augmented_1152.png,1,angry
augmented_1153.png,1,angry
augmented_1154.png,1,angry
augmented_1155.png,1,angry
augmented_1156.png,1,angry
augmented_1157.png,1,angry
augmented_1158.png,1,angry
augmented_1159.png,1,angry
augmented_116.png,1,angry
augmented_1160.png,1,angry
augmented_1161.png,1,angry
augmented_1162.png,1,angry
augmented_1163.png,1,angry
augmented_1164.png,1,angry
augmented_1165.png,1,angry
augmented_1166.png,1,angry
augmented_1167.png,1,angry
augmented_1168.png,1,angry
augmented_1169.png,1,angry
augmented_117.png,1,angry
augmented_1170.png,1,angry
augmented_1171.png,1,angry
augmented_1172.png,1,angry
augmented_1173.png,1,angry
augmented_1174.png,1,angry
augmented_1175.png,1,angry
augmented_1176.png,1,angry
augmented_1177.png,1,angry
augmented_1178.png,1,angry
augmented_1179.png,1,angry
augmented_118.png,1,angry
augmented_1180.png,1,angry
augmented_1181.png,1,angry
augmented_1182.png,1,angry
augmented_1183.png,1,angry
augmented_1184.png,1,angry
augmented_1185.png,1,angry
augmented_1186.png,1,angry
augmented_1187.png,1,angry
augmented_1188.png,1,angry
augmented_1189.png,1,angry
augmented_119.png,1,angry
augmented_1190.png,1,angry
augmented_1191.png,1,angry
augmented_1192.png,1,angry
augmented_1193.png,1,angry
augmented_1194.png,1,angry
augmented_1195.png,1,angry
augmented_1196.png,1,angry
augmented_1197.png,1,angry
augmented_1198.png,1,angry
augmented_1199.png,1,angry
augmented_12.png,1,angry
augmented_120.png,1,angry
augmented_1200.png,1,angry
augmented_1201.png,1,angry
augmented_1202.png,1,angry
augmented_1203.png,1,angry
augmented_1204.png,1,angry
augmented_1205.png,1,angry
augmented_1206.png,1,angry
augmented_1207.png,1,angry
augmented_1208.png,1,angry
augmented_1209.png,1,angry
augmented_121.png,1,angry
augmented_1210.png,1,angry
augmented_1211.png,1,angry
augmented_1212.png,1,angry
augmented_1213.png,1,angry
augmented_1214.png,1,angry
augmented_1215.png,1,angry
augmented_1216.png,1,angry
augmented_1217.png,1,angry
augmented_1218.png,1,angry
augmented_1219.png,1,angry
augmented_122.png,1,angry
augmented_1220.png,1,angry
augmented_1221.png,1,angry
augmented_1222.png,1,angry
augmented_1223.png,1,angry
augmented_1224.png,1,angry
augmented_1225.png,1,angry
augmented_1226.png,1,angry
augmented_1227.png,1,angry
augmented_1228.png,1,angry
augmented_1229.png,1,angry
augmented_123.png,1,angry
augmented_1230.png,1,angry
augmented_1231.png,1,angry
augmented_1232.png,1,angry
augmented_1233.png,1,angry
augmented_1234.png,1,angry
augmented_1235.png,1,angry
augmented_1236.png,1,angry
augmented_1237.png,1,angry
augmented_1238.png,1,angry
augmented_1239.png,1,angry
augmented_124.png,1,angry
augmented_1240.png,1,angry
augmented_1241.png,1,angry
augmented_1242.png,1,angry
augmented_1243.png,1,angry
augmented_1244.png,1,angry
augmented_1245.png,1,angry
augmented_1246.png,1,angry
augmented_1247.png,1,angry
augmented_1248.png,1,angry
augmented_1249.png,1,angry
augmented_125.png,1,angry
augmented_1250.png,1,angry
augmented_1251.png,1,angry
augmented_1252.png,1,angry
augmented_1253.png,1,angry
augmented_1254.png,1,angry
augmented_1255.png,1,angry
augmented_1256.png,1,angry
augmented_1257.png,1,angry
augmented_1258.png,1,angry
augmented_1259.png,1,angry
augmented_126.png,1,angry
augmented_1260.png,1,angry
augmented_1261.png,1,angry
augmented_1262.png,1,angry
augmented_1263.png,1,angry
augmented_1264.png,1,angry
augmented_1265.png,1,angry
augmented_1266.png,1,angry
augmented_1267.png,1,angry
augmented_1268.png,1,angry
augmented_1269.png,1,angry
augmented_127.png,1,angry
augmented_1270.png,1,angry
augmented_1271.png,1,angry
augmented_1272.png,1,angry
augmented_1273.png,1,angry
augmented_1274.png,1,angry
augmented_1275.png,1,angry
augmented_1276.png,1,angry
augmented_1277.png,1,angry
augmented_1278.png,1,angry
augmented_1279.png,1,angry
augmented_128.png,1,angry
augmented_1280.png,1,angry
augmented_1281.png,1,angry
augmented_1282.png,1,angry
augmented_1283.png,1,angry
augmented_1284.png,1,angry
augmented_1285.png,1,angry
augmented_1286.png,1,angry
augmented_1287.png,1,angry
augmented_1288.png,1,angry
augmented_1289.png,1,angry
augmented_129.png,1,angry
augmented_1290.png,1,angry
augmented_1291.png,1,angry
augmented_1292.png,1,angry
augmented_1293.png,1,angry
augmented_1294.png,1,angry
augmented_1295.png,1,angry
augmented_1296.png,1,angry
augmented_1297.png,1,angry
augmented_1298.png,1,angry
augmented_1299.png,1,angry
augmented_13.png,1,angry
augmented_130.png,1,angry
augmented_1300.png,1,angry
augmented_1301.png,1,angry
augmented_1302.png,1,angry
augmented_1303.png,1,angry
augmented_1304.png,1,angry
augmented_1305.png,1,angry
augmented_1306.png,1,angry
augmented_1307.png,1,angry
augmented_1308.png,1,angry
augmented_1309.png,1,angry
augmented_131.png,1,angry
augmented_1310.png,1,angry
augmented_1311.png,1,angry
augmented_1312.png,1,angry
augmented_1313.png,1,angry
augmented_1314.png,1,angry
augmented_1315.png,1,angry
augmented_1316.png,1,angry
augmented_1317.png,1,angry
augmented_1318.png,1,angry
augmented_1319.png,1,angry
augmented_132.png,1,angry
augmented_1320.png,1,angry
augmented_1321.png,1,angry
augmented_1322.png,1,angry
augmented_1323.png,1,angry
augmented_1324.png,1,angry
augmented_1325.png,1,angry
augmented_1326.png,1,angry
augmented_1327.png,1,angry
augmented_1328.png,1,angry
augmented_1329.png,1,angry
augmented_133.png,1,angry
augmented_1330.png,1,angry
augmented_1331.png,1,angry
augmented_1332.png,1,angry
augmented_1333.png,1,angry
augmented_1334.png,1,angry
augmented_1335.png,1,angry
augmented_1336.png,1,angry
augmented_1337.png,1,angry
augmented_1338.png,1,angry
augmented_1339.png,1,angry
augmented_134.png,1,angry
augmented_1340.png,1,angry
augmented_1341.png,1,angry
augmented_1342.png,1,angry
augmented_1343.png,1,angry
augmented_1344.png,1,angry
augmented_1345.png,1,angry
augmented_1346.png,1,angry
augmented_1347.png,1,angry
augmented_1348.png,1,angry
augmented_1349.png,1,angry
augmented_135.png,1,angry
augmented_1350.png,1,angry
augmented_1351.png,1,angry
augmented_1352.png,1,angry
augmented_1353.png,1,angry
augmented_1354.png,1,angry
augmented_1355.png,1,angry
augmented_1356.png,1,angry
augmented_1357.png,1,angry
augmented_1358.png,1,angry
augmented_1359.png,1,angry
augmented_136.png,1,angry
augmented_1360.png,1,angry
augmented_1361.png,1,angry
augmented_1362.png,1,angry
augmented_1363.png,1,angry
augmented_1364.png,1,angry
augmented_1365.png,1,angry
augmented_1366.png,1,angry
augmented_1367.png,1,angry
augmented_1368.png,1,angry
augmented_1369.png,1,angry
augmented_137.png,1,angry
augmented_1370.png,1,angry
augmented_1371.png,1,angry
augmented_1372.png,1,angry
augmented_1373.png,1,angry
augmented_1374.png,1,angry
augmented_1375.png,1,angry
augmented_1376.png,1,angry
augmented_1377.png,1,angry
augmented_1378.png,1,angry
augmented_1379.png,1,angry
augmented_138.png,1,angry
augmented_1380.png,1,angry
augmented_1381.png,1,angry
augmented_1382.png,1,angry
augmented_1383.png,1,angry
augmented_1384.png,1,angry
augmented_1385.png,1,angry
augmented_1386.png,1,angry
augmented_1387.png,1,angry
augmented_1388.png,1,angry
augmented_1389.png,1,angry
augmented_139.png,1,angry
augmented_1390.png,1,angry
augmented_1391.png,1,angry
augmented_1392.png,1,angry
augmented_1393.png,1,angry
augmented_1394.png,1,angry
augmented_1395.png,1,angry
augmented_1396.png,1,angry
augmented_1397.png,1,angry
augmented_1398.png,1,angry
augmented_1399.png,1,angry
augmented_14.png,1,angry
augmented_140.png,1,angry
augmented_1400.png,1,angry
augmented_1401.png,1,angry
augmented_1402.png,1,angry
augmented_1403.png,1,angry
augmented_1404.png,1,angry
augmented_1405.png,1,angry
augmented_1406.png,1,angry
augmented_1407.png,1,angry
augmented_1408.png,1,angry
augmented_1409.png,1,angry
augmented_141.png,1,angry
augmented_1410.png,1,angry
augmented_1411.png,1,angry
augmented_1412.png,1,angry
augmented_1413.png,1,angry
augmented_1414.png,1,angry
augmented_1415.png,1,angry
augmented_1416.png,1,angry
augmented_1417.png,1,angry
augmented_1418.png,1,angry
augmented_1419.png,1,angry
augmented_142.png,1,angry
augmented_1420.png,1,angry
augmented_1421.png,1,angry
augmented_1422.png,1,angry
augmented_1423.png,1,angry
augmented_1424.png,1,angry
augmented_1425.png,1,angry
augmented_1426.png,1,angry
augmented_1427.png,1,angry
augmented_1428.png,1,angry
augmented_1429.png,1,angry
augmented_143.png,1,angry
augmented_1430.png,1,angry
augmented_1431.png,1,angry
augmented_1432.png,1,angry
augmented_1433.png,1,angry
augmented_1434.png,1,angry
augmented_1435.png,1,angry
augmented_1436.png,1,angry
augmented_1437.png,1,angry
augmented_1438.png,1,angry
augmented_1439.png,1,angry
augmented_144.png,1,angry
augmented_1440.png,1,angry
augmented_1441.png,1,angry
augmented_1442.png,1,angry
augmented_1443.png,1,angry
augmented_1444.png,1,angry
augmented_1445.png,1,angry
augmented_1446.png,1,angry
augmented_1447.png,1,angry
augmented_1448.png,1,angry
augmented_1449.png,1,angry
augmented_145.png,1,angry
augmented_1450.png,1,angry
augmented_1451.png,1,angry
augmented_1452.png,1,angry
augmented_1453.png,1,angry
augmented_1454.png,1,angry
augmented_1455.png,1,angry
augmented_1456.png,1,angry
augmented_1457.png,1,angry
augmented_1458.png,1,angry
augmented_1459.png,1,angry
augmented_146.png,1,angry
augmented_1460.png,1,angry
augmented_1461.png,1,angry
augmented_1462.png,1,angry
augmented_1463.png,1,angry
augmented_1464.png,1,angry
augmented_1465.png,1,angry
augmented_1466.png,1,angry
augmented_1467.png,1,angry
augmented_1468.png,1,angry
augmented_1469.png,1,angry
augmented_147.png,1,angry
augmented_1470.png,1,angry
augmented_1471.png,1,angry
augmented_1472.png,1,angry
augmented_1473.png,1,angry
augmented_1474.png,1,angry
augmented_1475.png,1,angry
augmented_1476.png,1,angry
augmented_1477.png,1,angry
augmented_1478.png,1,angry
augmented_1479.png,1,angry
augmented_148.png,1,angry
augmented_1480.png,1,angry
augmented_1481.png,1,angry
augmented_1482.png,1,angry
augmented_1483.png,1,angry
augmented_1484.png,1,angry
augmented_1485.png,1,angry
augmented_1486.png,1,angry
augmented_1487.png,1,angry
augmented_1488.png,1,angry
augmented_1489.png,1,angry
augmented_149.png,1,angry
augmented_1490.png,1,angry
augmented_1491.png,1,angry
augmented_1492.png,1,angry
augmented_1493.png,1,angry
augmented_1494.png,1,angry
augmented_1495.png,1,angry
augmented_1496.png,1,angry
augmented_1497.png,1,angry
augmented_1498.png,1,angry
augmented_1499.png,1,angry
augmented_15.png,1,angry
augmented_150.png,1,angry
augmented_1500.png,1,angry
augmented_1501.png,1,angry
augmented_1502.png,1,angry
augmented_1503.png,1,angry
augmented_1504.png,1,angry
augmented_1505.png,1,angry
augmented_1506.png,1,angry
augmented_1507.png,1,angry
augmented_1508.png,1,angry
augmented_1509.png,1,angry
augmented_151.png,1,angry
augmented_1510.png,1,angry
augmented_1511.png,1,angry
augmented_1512.png,1,angry
augmented_1513.png,1,angry
augmented_1514.png,1,angry
augmented_1515.png,1,angry
augmented_1516.png,1,angry
augmented_1517.png,1,angry
augmented_1518.png,1,angry
augmented_1519.png,1,angry
augmented_152.png,1,angry
augmented_1520.png,1,angry
augmented_1521.png,1,angry
augmented_1522.png,1,angry
augmented_1523.png,1,angry
augmented_1524.png,1,angry
augmented_1525.png,1,angry
augmented_1526.png,1,angry
augmented_1527.png,1,angry
augmented_1528.png,1,angry
augmented_1529.png,1,angry
augmented_153.png,1,angry
augmented_1530.png,1,angry
augmented_1531.png,1,angry
augmented_1532.png,1,angry
augmented_1533.png,1,angry
augmented_1534.png,1,angry
augmented_1535.png,1,angry
augmented_1536.png,1,angry
augmented_1537.png,1,angry
augmented_1538.png,1,angry
augmented_1539.png,1,angry
augmented_154.png,1,angry
augmented_1540.png,1,angry
augmented_1541.png,1,angry
augmented_1542.png,1,angry
augmented_1543.png,1,angry
augmented_1544.png,1,angry
augmented_1545.png,1,angry
augmented_1546.png,1,angry
augmented_1547.png,1,angry
augmented_1548.png,1,angry
augmented_1549.png,1,angry
augmented_155.png,1,angry
augmented_1550.png,1,angry
augmented_1551.png,1,angry
augmented_1552.png,1,angry
augmented_1553.png,1,angry
augmented_1554.png,1,angry
augmented_1555.png,1,angry
augmented_1556.png,1,angry
augmented_1557.png,1,angry
augmented_1558.png,1,angry
augmented_1559.png,1,angry
augmented_156.png,1,angry
augmented_1560.png,1,angry
augmented_1561.png,1,angry
augmented_1562.png,1,angry
augmented_1563.png,1,angry
augmented_1564.png,1,angry
augmented_1565.png,1,angry
augmented_1566.png,1,angry
augmented_1567.png,1,angry
augmented_1568.png,1,angry
augmented_1569.png,1,angry
augmented_157.png,1,angry
augmented_1570.png,1,angry
augmented_1571.png,1,angry
augmented_1572.png,1,angry
augmented_1573.png,1,angry
augmented_1574.png,1,angry
augmented_1575.png,1,angry
augmented_1576.png,1,angry
augmented_1577.png,1,angry
augmented_1578.png,1,angry
augmented_1579.png,1,angry
augmented_158.png,1,angry
augmented_1580.png,1,angry
augmented_1581.png,1,angry
augmented_1582.png,1,angry
augmented_1583.png,1,angry
augmented_1584.png,1,angry
augmented_1585.png,1,angry
augmented_1586.png,1,angry
augmented_1587.png,1,angry
augmented_1588.png,1,angry
augmented_1589.png,1,angry
augmented_159.png,1,angry
augmented_1590.png,1,angry
augmented_1591.png,1,angry
augmented_1592.png,1,angry
augmented_1593.png,1,angry
augmented_1594.png,1,angry
augmented_1595.png,1,angry
augmented_1596.png,1,angry
augmented_1597.png,1,angry
augmented_1598.png,1,angry
augmented_1599.png,1,angry
augmented_16.png,1,angry
augmented_160.png,1,angry
augmented_1600.png,1,angry
augmented_1601.png,1,angry
augmented_1602.png,1,angry
augmented_1603.png,1,angry
augmented_1604.png,1,angry
augmented_1605.png,1,angry
augmented_1606.png,1,angry
augmented_1607.png,1,angry
augmented_1608.png,1,angry
augmented_1609.png,1,angry
augmented_161.png,1,angry
augmented_1610.png,1,angry
augmented_1611.png,1,angry
augmented_1612.png,1,angry
augmented_1613.png,1,angry
augmented_1614.png,1,angry
augmented_1615.png,1,angry
augmented_1616.png,1,angry
augmented_1617.png,1,angry
augmented_1618.png,1,angry
augmented_1619.png,1,angry
augmented_162.png,1,angry
augmented_1620.png,1,angry
augmented_1621.png,1,angry
augmented_1622.png,1,angry
augmented_1623.png,1,angry
augmented_1624.png,1,angry
augmented_1625.png,1,angry
augmented_1626.png,1,angry
augmented_1627.png,1,angry
augmented_1628.png,1,angry
augmented_1629.png,1,angry
augmented_163.png,1,angry
augmented_1630.png,1,angry
augmented_1631.png,1,angry
augmented_1632.png,1,angry
augmented_1633.png,1,angry
augmented_1634.png,1,angry
augmented_1635.png,1,angry
augmented_1636.png,1,angry
augmented_1637.png,1,angry
augmented_1638.png,1,angry
augmented_1639.png,1,angry
augmented_164.png,1,angry
augmented_1640.png,1,angry
augmented_1641.png,1,angry
augmented_1642.png,1,angry
augmented_1643.png,1,angry
augmented_1644.png,1,angry
augmented_1645.png,1,angry
augmented_1646.png,1,angry
augmented_1647.png,1,angry
augmented_1648.png,1,angry
augmented_1649.png,1,angry
augmented_165.png,1,angry
augmented_1650.png,1,angry
augmented_1651.png,1,angry
augmented_1652.png,1,angry
augmented_1653.png,1,angry
augmented_1654.png,1,angry
augmented_1655.png,1,angry
augmented_1656.png,1,angry
augmented_1657.png,1,angry
augmented_1658.png,1,angry
augmented_1659.png,1,angry
augmented_166.png,1,angry
augmented_1660.png,1,angry
augmented_1661.png,1,angry
augmented_1662.png,1,angry
augmented_1663.png,1,angry
augmented_1664.png,1,angry
augmented_1665.png,1,angry
augmented_1666.png,1,angry
augmented_1667.png,1,angry
augmented_1668.png,1,angry
augmented_1669.png,1,angry
augmented_167.png,1,angry
augmented_1670.png,1,angry
augmented_1671.png,1,angry
augmented_1672.png,1,angry
augmented_1673.png,1,angry
augmented_1674.png,1,angry
augmented_1675.png,1,angry
augmented_1676.png,1,angry
augmented_1677.png,1,angry
augmented_1678.png,1,angry
augmented_1679.png,1,angry
augmented_168.png,1,angry
augmented_1680.png,1,angry
augmented_1681.png,1,angry
augmented_1682.png,1,angry
augmented_1683.png,1,angry
augmented_1684.png,1,angry
augmented_1685.png,1,angry
augmented_1686.png,1,angry
augmented_1687.png,1,angry
augmented_1688.png,1,angry
augmented_1689.png,1,angry
augmented_169.png,1,angry
augmented_1690.png,1,angry
augmented_1691.png,1,angry
augmented_1692.png,1,angry
augmented_1693.png,1,angry
augmented_1694.png,1,angry
augmented_1695.png,1,angry
augmented_1696.png,1,angry
augmented_1697.png,1,angry
augmented_1698.png,1,angry
augmented_1699.png,1,angry
augmented_17.png,1,angry
augmented_170.png,1,angry
augmented_1700.png,1,angry
augmented_1701.png,1,angry
augmented_1702.png,1,angry
augmented_1703.png,1,angry
augmented_1704.png,1,angry
augmented_1705.png,1,angry
augmented_1706.png,1,angry
augmented_1707.png,1,angry
augmented_1708.png,1,angry
augmented_1709.png,1,angry
augmented_171.png,1,angry
augmented_1710.png,1,angry
augmented_1711.png,1,angry
augmented_1712.png,1,angry
augmented_1713.png,1,angry
augmented_1714.png,1,angry
augmented_1715.png,1,angry
augmented_1716.png,1,angry
augmented_1717.png,1,angry
augmented_1718.png,1,angry
augmented_1719.png,1,angry
augmented_172.png,1,angry
augmented_1720.png,1,angry
augmented_1721.png,1,angry
augmented_1722.png,1,angry
augmented_1723.png,1,angry
augmented_1724.png,1,angry
augmented_1725.png,1,angry
augmented_1726.png,1,angry
augmented_1727.png,1,angry
augmented_1728.png,1,angry
augmented_1729.png,1,angry
augmented_173.png,1,angry
augmented_1730.png,1,angry
augmented_1731.png,1,angry
augmented_1732.png,1,angry
augmented_1733.png,1,angry
augmented_1734.png,1,angry
augmented_1735.png,1,angry
augmented_1736.png,1,angry
augmented_1737.png,1,angry
augmented_1738.png,1,angry
augmented_1739.png,1,angry
augmented_174.png,1,angry
augmented_1740.png,1,angry
augmented_1741.png,1,angry
augmented_1742.png,1,angry
augmented_1743.png,1,angry
augmented_1744.png,1,angry
augmented_1745.png,1,angry
augmented_1746.png,1,angry
augmented_1747.png,1,angry
augmented_1748.png,1,angry
augmented_1749.png,1,angry
augmented_175.png,1,angry
augmented_1750.png,1,angry
augmented_1751.png,1,angry
augmented_1752.png,1,angry
augmented_1753.png,1,angry
augmented_1754.png,1,angry
augmented_1755.png,1,angry
augmented_1756.png,1,angry
augmented_1757.png,1,angry
augmented_1758.png,1,angry
augmented_1759.png,1,angry
augmented_176.png,1,angry
augmented_1760.png,1,angry
augmented_1761.png,1,angry
augmented_1762.png,1,angry
augmented_1763.png,1,angry
augmented_1764.png,1,angry
augmented_1765.png,1,angry
augmented_1766.png,1,angry
augmented_1767.png,1,angry
augmented_1768.png,1,angry
augmented_1769.png,1,angry
augmented_177.png,1,angry
augmented_1770.png,1,angry
augmented_1771.png,1,angry
augmented_1772.png,1,angry
augmented_1773.png,1,angry
augmented_1774.png,1,angry
augmented_1775.png,1,angry
augmented_1776.png,1,angry
augmented_1777.png,1,angry
augmented_1778.png,1,angry
augmented_1779.png,1,angry
augmented_178.png,1,angry
augmented_1780.png,1,angry
augmented_1781.png,1,angry
augmented_1782.png,1,angry
augmented_1783.png,1,angry
augmented_1784.png,1,angry
augmented_1785.png,1,angry
augmented_1786.png,1,angry
augmented_1787.png,1,angry
augmented_1788.png,1,angry
augmented_1789.png,1,angry
augmented_179.png,1,angry
augmented_1790.png,1,angry
augmented_1791.png,1,angry
augmented_1792.png,1,angry
augmented_1793.png,1,angry
augmented_1794.png,1,angry
augmented_1795.png,1,angry
augmented_1796.png,1,angry
augmented_1797.png,1,angry
augmented_1798.png,1,angry
augmented_1799.png,1,angry
augmented_18.png,1,angry
augmented_180.png,1,angry
